                     timestamp      open      high       low     close       volume  Bollinger_High  Bollinger_Med  Bollinger_Low      SMA200        RSI     Regime  Buy_Signal  Sell_Signal  Buy_Signal_Bollinger  Buy_Signal_Regime  Sell_Signal_Bollinger  Sell_Signal_Regime
2992 2023-07-31 08:00:00+00:00  195.8900  195.9000  195.3900  195.8100      20148.0      197.041093     195.232750     193.424407  168.874598  53.913598    Uptrend       False        False                 False               True                  False               False
2993 2023-07-31 09:00:00+00:00  195.7800  195.9500  195.5700  195.7000      14346.0      196.951955     195.349000     193.746045  168.901643  53.822320    Uptrend       False        False                 False               True                  False               False
2994 2023-07-31 10:00:00+00:00  195.7000  195.8900  195.7000  195.8000       9343.0      196.805363     195.469500     194.133637  168.928808  53.893640    Uptrend       False        False                 False               True                  False               False
2995 2023-07-31 11:00:00+00:00  195.8300  196.2500  195.7800  196.2500     116721.0      196.596162     195.612000     194.627838  168.955933  54.213461    Uptrend       False        False                 False               True                  False               False
2996 2023-07-31 12:00:00+00:00  196.0000  196.7100  195.5100  196.5900     262382.0      196.680386     195.708000     194.735614  168.983198  54.453370    Uptrend       False        False                 False               True                  False               False
2997 2023-07-31 13:00:00+00:00  196.6000  196.6400  195.3900  195.6000    5480957.0      196.644329     195.743000     194.841671  169.009838  53.631018    Uptrend       False        False                 False               True                  False               False
2998 2023-07-31 14:00:00+00:00  195.5950  196.4350  195.2600  196.2600    5575057.0      196.647377     195.812000     194.976623  169.036663  54.095505    Uptrend       False        False                 False               True                  False               False
2999 2023-07-31 15:00:00+00:00  196.2700  196.4900  195.9500  196.1398    3605303.0      196.552733     195.884490     195.216247  169.063458  53.996502    Uptrend       False        False                 False               True                  False               False
3000 2023-07-31 16:00:00+00:00  196.1400  196.2833  195.7700  195.9100    2755344.0      196.475220     195.927490     195.379760  169.089758  53.807289    Uptrend       False        False                 False               True                  False               False
3001 2023-07-31 17:00:00+00:00  195.9010  196.3900  195.7800  196.2399    2896493.0      196.505299     195.956985     195.408671  169.116343  54.039658    Uptrend       False        False                 False               True                  False               False
3002 2023-07-31 18:00:00+00:00  196.2350  196.3700  195.9350  196.2974    3169777.0      196.541965     195.985855     195.429745  169.142866  54.080122    Uptrend       False        False                 False               True                  False               False
3003 2023-07-31 19:00:00+00:00  196.3000  196.4900  195.7900  196.4800    6651660.0      196.534936     195.984355     195.433774  169.169911  54.208792    Uptrend       False        False                 False               True                  False               False
3004 2023-07-31 20:00:00+00:00  196.4800  196.5000  196.3400  196.4000   14575292.0      196.586166     196.007105     195.428044  169.196771  54.141992    Uptrend       False        False                 False               True                  False               False
3005 2023-07-31 21:00:00+00:00  196.3800  196.4500  196.3400  196.3940      33400.0      196.627800     196.040555     195.453310  169.223563  54.136963    Uptrend       False        False                 False               True                  False               False
3006 2023-07-31 22:00:00+00:00  196.3900  196.4100  196.2600  196.3000      27544.0      196.654459     196.059055     195.463651  169.250138  54.057911    Uptrend       False        False                 False               True                  False               False
3007 2023-07-31 23:00:00+00:00  196.3200  196.3600  196.1100  196.3200      28077.0      196.679899     196.083055     195.486211  169.276538  54.072251    Uptrend       False        False                 False               True                  False               False
3008 2023-08-01 08:00:00+00:00  196.3500  196.3500  195.8900  195.9500      16159.0      196.665998     196.097555     195.529112  169.302553  53.760236    Uptrend       False        False                 False               True                  False               False
3009 2023-08-01 09:00:00+00:00  195.9800  196.0200  195.8000  195.8700       8809.0      196.661058     196.102555     195.544052  169.328668  53.692909    Uptrend       False        False                 False               True                  False               False
3010 2023-08-01 10:00:00+00:00  195.9000  196.1500  195.8800  196.1500       4518.0      196.664107     196.117555     195.571003  169.355003  53.896008    Uptrend       False        False                 False               True                  False               False
3011 2023-08-01 11:00:00+00:00  196.1700  196.2100  195.8000  195.9000      85627.0      196.663791     196.118055     195.572319  169.381228  53.684723    Uptrend       False        False                 False               True                  False               False
3012 2023-08-01 12:00:00+00:00  196.1800  196.9900  195.7900  195.8800     163404.0      196.660195     196.121555     195.582915  169.407323  53.667807    Uptrend       False        False                 False               True                  False               False
3013 2023-08-01 13:00:00+00:00  195.9000  196.7300  195.8000  196.4550    4606527.0      196.680005     196.159305     195.638605  169.433851  54.085833    Uptrend       False        False                 False               True                  False               False
3014 2023-08-01 14:00:00+00:00  196.4600  196.6800  195.2800  195.8000    7305749.0      196.680005     196.159305     195.638605  169.460056  53.532876    Uptrend       False        False                 False               True                  False               False
3015 2023-08-01 15:00:00+00:00  195.8100  196.1800  195.6000  195.9150    3157395.0      196.671987     196.142555     195.613123  169.486288  53.616553    Uptrend       False        False                 False               True                  False               False
3016 2023-08-01 16:00:00+00:00  195.9100  195.9200  195.3500  195.7800    2761559.0      196.611942     196.102055     195.592168  169.512393  53.502882    Uptrend       False        False                 False               True                  False               False
3017 2023-08-01 17:00:00+00:00  195.7800  196.1300  195.5300  196.0700    2616619.0      196.581153     196.125555     195.669957  169.538608  53.714734    Uptrend       False        False                 False               True                  False               False
3018 2023-08-01 18:00:00+00:00  196.0675  196.2701  195.6800  195.8800    3034581.0      196.569772     196.106555     195.643338  169.564198  53.554065    Uptrend       False        False                 False               True                  False               False
3019 2023-08-01 19:00:00+00:00  195.8800  196.1000  195.5000  195.6000    5354914.0      196.592161     196.079565     195.566969  169.589658  53.317858    Uptrend       False        False                 False               True                  False               False
3020 2023-08-01 20:00:00+00:00  195.5800  195.9800  195.4500  195.7200    5646972.0      196.601573     196.070065     195.538557  169.614493  53.406375    Uptrend       False        False                 False               True                  False               False
3021 2023-08-01 21:00:00+00:00  195.7700  195.8100  195.0500  195.2000     312499.0      196.664073     196.018070     195.372067  169.638908  52.968956    Uptrend        True        False                  True               True                  False               False
3022 2023-08-01 22:00:00+00:00  195.1500  195.3300  194.0900  195.3300     165681.0      196.667586     195.969700     195.271814  169.663398  53.065542    Uptrend       False        False                 False               True                  False               False
3023 2023-08-01 23:00:00+00:00  195.2800  195.3300  195.0200  195.3000      45936.0      196.625360     195.910700     195.196040  169.687598  53.040279    Uptrend       False        False                 False               True                  False               False
3024 2023-08-02 08:00:00+00:00  193.5600  194.0900  193.1200  193.4900      86762.0      197.010243     195.765200     194.520157  169.711358  51.552093    Uptrend        True        False                  True               True                  False               False
3025 2023-08-02 09:00:00+00:00  193.5200  194.1000  193.5000  193.8200      35677.0      197.106725     195.636500     194.166275  169.735278  51.799899    Uptrend       False        False                  True               True                  False               False
3026 2023-08-02 10:00:00+00:00  193.9000  194.7500  193.7600  194.5500      90558.0      197.058631     195.549000     194.039369  169.759623  52.341849    Uptrend       False        False                 False               True                  False               False
3027 2023-08-02 11:00:00+00:00  194.6000  194.9500  194.5300  194.7400     125316.0      196.975334     195.470000     193.964666  169.784928  52.481609    Uptrend       False        False                 False               True                  False               False
3028 2023-08-02 12:00:00+00:00  194.7899  194.9800  193.8250  194.6900     232169.0      196.932042     195.407000     193.881958  169.810273  52.440936    Uptrend       False        False                 False               True                  False               False
3029 2023-08-02 13:00:00+00:00  194.6400  195.1800  193.3700  194.0000    6426358.0      196.939489     195.313500     193.687511  169.835308  51.883257    Uptrend       False        False                 False               True                  False               False
3030 2023-08-02 14:00:00+00:00  194.0000  194.2700  192.7500  192.8001    6655451.0      197.057840     195.146005     193.234170  169.859308  50.936551    Uptrend        True        False                  True               True                  False               False
3031 2023-08-02 15:00:00+00:00  192.8000  193.2712  192.5200  192.5800    5137550.0      197.159010     194.980005     192.801000  169.883169  50.765781    Uptrend       False        False                  True               True                  False               False
3032 2023-08-02 16:00:00+00:00  192.5880  192.8400  191.8507  192.8400    5633714.0      197.153854     194.828005     192.502156  169.906996  50.960969    Uptrend       False        False                 False               True                  False               False
3033 2023-08-02 17:00:00+00:00  192.8300  193.2500  192.6900  192.8301    3357390.0      197.001983     194.646760     192.291537  169.931414  50.953239    Uptrend       False        False                 False               True                  False               False
3034 2023-08-02 18:00:00+00:00  192.8400  193.2600  192.5900  192.7700    3192029.0      196.922959     194.495260     192.067561  169.955705  50.906125    Uptrend       False        False                 False               True                  False               False
3035 2023-08-02 19:00:00+00:00  192.7650  192.9800  192.2200  192.5900    8407465.0      196.800049     194.329010     191.857971  169.980292  50.764835    Uptrend       False        False                 False               True                  False               False
3036 2023-08-02 20:00:00+00:00  192.5900  192.6800  192.0600  192.3200   10262454.0      196.680385     194.156010     191.631635  170.004765  50.553311    Uptrend       False        False                 False               True                  False               False
3037 2023-08-02 21:00:00+00:00  192.3200  192.5800  192.0300  192.2500     561403.0      196.459093     193.965010     191.470927  170.029295  50.498485    Uptrend       False        False                 False               True                  False               False
3038 2023-08-02 22:00:00+00:00  192.2800  192.9000  192.2800  192.8800     107320.0      196.188290     193.815010     191.441730  170.054220  50.979363    Uptrend       False        False                 False               True                  False               False
3039 2023-08-02 23:00:00+00:00  192.9000  192.9700  192.6600  192.8100      76856.0      195.938117     193.675510     191.412903  170.079070  50.924120    Uptrend       False        False                 False               True                  False               False
3040 2023-08-03 08:00:00+00:00  191.9000  191.9000  190.7400  191.4800      72705.0      195.714661     193.463510     191.212359  170.103335  49.891741      Range       False        False                 False              False                  False               False
3041 2023-08-03 09:00:00+00:00  191.4800  192.1000  191.4800  191.8300      21469.0      195.505146     193.295010     191.084874  170.127650  50.158978    Uptrend       False        False                 False               True                  False               False
3042 2023-08-03 10:00:00+00:00  191.9100  192.0700  191.7000  191.7000      18452.0      195.219099     193.113510     191.007921  170.152000  50.059317    Uptrend       False        False                 False               True                  False               False
3043 2023-08-03 11:00:00+00:00  191.7500  192.2500  191.6500  191.7900     104772.0      194.862716     192.938010     191.013304  170.176795  50.128262    Uptrend       False        False                 False               True                  False               False
3044 2023-08-03 12:00:00+00:00  191.8000  193.0000  191.4500  191.7300     316873.0      194.825975     192.850010     190.874045  170.201855  50.081937    Uptrend       False        False                 False               True                  False               False
3045 2023-08-03 13:00:00+00:00  191.7700  192.2800  190.6900  191.6900    6141961.0      194.728458     192.743510     190.758562  170.226735  50.050946    Uptrend       False        False                 False               True                  False               False
3046 2023-08-03 14:00:00+00:00  191.6800  192.0300  190.8400  191.7200    7421285.0      194.450458     192.602010     190.753562  170.251355  50.074233    Uptrend       False        False                 False               True                  False               False
3047 2023-08-03 15:00:00+00:00  191.7200  192.3700  191.6230  191.7400    5291243.0      194.052377     192.452010     190.851643  170.275595  50.089824    Uptrend       False        False                 False               True                  False               False
3048 2023-08-03 16:00:00+00:00  191.7400  192.3600  191.6100  192.2150    3880645.0      193.556849     192.328260     191.099671  170.300379  50.459093    Uptrend       False        False                 False               True                  False               False
3049 2023-08-03 17:00:00+00:00  192.2200  192.3000  191.2400  191.3702    4320548.0      193.228713     192.196770     191.164827  170.324485  49.800489      Range       False        False                 False              False                  False               False
3050 2023-08-03 18:00:00+00:00  191.3700  191.9500  191.2000  191.8400    4840980.0      193.152928     192.148765     191.144602  170.348775  50.164038    Uptrend       False        False                 False               True                  False               False
3051 2023-08-03 19:00:00+00:00  191.8500  191.9500  190.9900  191.0099   11149414.0      193.168395     192.070260     190.972125  170.372513  49.527094      Range       False        False                 False              False                  False               False
3052 2023-08-03 20:00:00+00:00  191.0050  196.1100  187.2100  189.0100   13919429.0      193.556184     191.878760     190.201336  170.395203  48.049839      Range       False        False                  True              False                  False               False
3053 2023-08-03 21:00:00+00:00  189.0100  189.4800  185.0000  187.0000    3460130.0      194.243060     191.587255     188.931450  170.416773  46.644510      Range       False        False                  True              False                  False               False
3054 2023-08-03 22:00:00+00:00  187.0000  187.4500  185.8500  187.4500     919947.0      194.469886     191.321255     188.172624  170.438348  46.993337      Range       False        False                  True              False                  False               False
3055 2023-08-03 23:00:00+00:00  187.4500  187.8000  186.6800  187.3000     473454.0      194.598815     191.056755     187.514695  170.460133  46.890636      Range       False        False                  True              False                  False               False
3056 2023-08-04 08:00:00+00:00  187.3100  188.9200  187.0400  187.8100     135063.0      194.590499     190.831255     187.072011  170.482098  47.284306      Range       False        False                 False              False                  False               False
3057 2023-08-04 09:00:00+00:00  187.8300  188.0000  187.5100  187.5100      55751.0      194.557942     190.594255     186.630568  170.503948  47.078003      Range       False        False                 False              False                  False               False
3058 2023-08-04 10:00:00+00:00  187.5800  187.7500  187.2200  187.3700      60555.0      194.373561     190.318755     186.263949  170.525733  46.981863      Range       False        False                 False              False                  False               False
3059 2023-08-04 11:00:00+00:00  187.4200  187.4400  186.2200  186.6500     401346.0      194.195572     190.010755     185.825938  170.547018  46.491138      Range       False        False                 False              False                  False               False
3060 2023-08-04 12:00:00+00:00  187.3100  191.1700  185.0100  186.0100    1915730.0      194.207485     189.737255     185.267025  170.568058  46.061337      Range       False        False                 False              False                  False               False
3061 2023-08-04 13:00:00+00:00  186.0000  187.3800  183.2500  185.2950   26100537.0      194.167258     189.410505     184.653752  170.588655  45.588128      Range       False        False                 False              False                  False               False
3062 2023-08-04 14:00:00+00:00  185.3000  185.7700  184.2700  185.3600   15572770.0      194.038978     189.093505     184.148032  170.609165  45.639154      Range       False        False                 False              False                  False               False
3063 2023-08-04 15:00:00+00:00  185.3700  186.3750  184.9300  185.6000   10404984.0      193.790126     188.784005     183.777884  170.629877  45.827668      Range       False        False                 False              False                  False               False
3064 2023-08-04 16:00:00+00:00  185.6050  185.6800  185.0800  185.2200    5459832.0      193.502520     188.458505     183.414490  170.650892  45.576164      Range       False        False                 False              False                  False               False
3065 2023-08-04 17:00:00+00:00  185.2300  185.2600  184.7900  184.9100    7819266.0      193.160564     188.119505     183.078446  170.672052  45.372008      Range       False        False                 False              False                  False               False
3066 2023-08-04 18:00:00+00:00  184.9100  184.9150  182.0700  182.3500   17166024.0      192.998811     187.651005     182.303199  170.692057  43.745659      Range       False        False                 False              False                  False               False
3067 2023-08-04 19:00:00+00:00  182.3550  183.2400  181.9200  181.9900   18197699.0      192.705510     187.163505     181.621500  170.711957  43.525161      Range       False        False                 False              False                  False               False
3068 2023-08-04 20:00:00+00:00  182.0000  182.2000  181.7200  182.1300   12152003.0      192.105397     186.659255     181.213113  170.731782  43.636199      Range       False        False                 False              False                  False               False
3069 2023-08-04 21:00:00+00:00  182.0900  182.1700  181.8100  181.8400     319526.0      191.564070     186.182745     180.801420  170.750525  43.458315      Range       False        False                 False              False                  False               False
3070 2023-08-04 22:00:00+00:00  181.8600  181.9100  181.8300  181.8900      81678.0      190.710507     185.685245     180.659983  170.768740  43.498227      Range       False        False                 False              False                  False               False
3071 2023-08-04 23:00:00+00:00  181.9000  182.0500  181.8500  182.0500      95581.0      189.865757     185.237250     180.608743  170.786920  43.626205      Range       False        False                 False              False                  False               False
3072 2023-08-07 08:00:00+00:00  183.0400  183.4900  182.5400  182.9100     111127.0      189.324000     184.932250     180.540500  170.805380  44.307643      Range       False        False                 False              False                  False               False
3073 2023-08-07 09:00:00+00:00  182.8200  183.2000  182.7700  182.8600      34775.0      189.097869     184.725250     180.352631  170.823810  44.276370      Range       False        False                 False              False                  False               False
3074 2023-08-07 10:00:00+00:00  182.8200  182.8800  182.3800  182.6600      55622.0      188.758753     184.485750     180.212747  170.842105  44.151094      Range       False        False                 False              False                  False               False
3075 2023-08-07 11:00:00+00:00  182.6900  182.9700  182.2600  182.5400     138619.0      188.395661     184.247750     180.099839  170.859885  44.075892      Range       False        False                 False              False                  False               False
3076 2023-08-07 12:00:00+00:00  182.6200  183.8800  182.1000  182.6100    2923954.0      187.852111     183.987750     180.123389  170.877710  44.131681      Range       False        False                 False              False                  False               False
3077 2023-08-07 13:00:00+00:00  182.6300  183.1300  178.2101  178.3900   20984852.0      187.761082     183.531750     179.302418  170.893435  41.616319      Range       False        False                  True              False                  False               False
3078 2023-08-07 14:00:00+00:00  178.3950  179.7900  178.0650  178.1100   16316125.0      187.536682     183.068750     178.600818  170.908645  41.458744      Range       False        False                  True              False                  False               False
3079 2023-08-07 15:00:00+00:00  178.1000  178.7850  177.3500  178.6500   13455390.0      187.214343     182.668750     178.123157  170.923805  41.885248      Range       False        False                 False              False                  False               False
3080 2023-08-07 16:00:00+00:00  178.6600  178.8300  177.7400  178.2300    8076433.0      186.945031     182.279750     177.614469  170.938625  41.648062      Range       False        False                 False              False                  False               False
3081 2023-08-07 17:00:00+00:00  178.2350  178.8600  177.9700  178.8384    6937479.0      186.636471     181.956920     177.277369  170.952969  42.125190      Range       False        False                 False              False                  False               False
3082 2023-08-07 18:00:00+00:00  178.8400  179.0400  178.3100  178.4750    6090062.0      186.253007     181.612670     176.972333  170.967326  41.919427      Range       False        False                 False              False                  False               False
3083 2023-08-07 19:00:00+00:00  178.4800  179.2200  178.2200  178.8090   13409322.0      185.684912     181.273120     176.861328  170.981771  42.180306      Range       False        False                 False              False                  False               False
3084 2023-08-07 20:00:00+00:00  178.7900  179.0900  178.6900  179.0300    8715305.0      185.083267     180.963620     176.843973  170.995808  42.352498      Range       False        False                 False              False                  False               False
3085 2023-08-07 21:00:00+00:00  179.0400  179.1500  179.0300  179.1100     184528.0      184.442902     180.673620     176.904338  171.010841  42.414889      Range       False        False                 False              False                  False               False
3086 2023-08-07 22:00:00+00:00  179.1100  179.1500  179.0000  179.1200      57980.0      184.256964     180.512120     176.767276  171.024941  42.422717      Range       False        False                 False              False                  False               False
3087 2023-08-07 23:00:00+00:00  179.1100  179.1600  179.0300  179.1600      74007.0      184.095212     180.370620     176.646028  171.042021  42.454167      Range       False        False                 False              False                  False               False
3088 2023-08-08 08:00:00+00:00  178.7800  178.7800  178.2500  178.7000      35308.0      183.899667     180.199120     176.498573  171.056431  42.187831      Range       False        False                 False              False                  False               False
3089 2023-08-08 09:00:00+00:00  178.7300  179.1900  178.4800  179.1900      46913.0      183.712027     180.066620     176.421213  171.073076  42.573520      Range       False        False                 False              False                  False               False
3090 2023-08-08 10:00:00+00:00  179.1800  179.5000  179.1000  179.2000      42627.0      183.496092     179.932120     176.368148  171.089681  42.581377      Range       False        False                 False              False                  False               False
3091 2023-08-08 11:00:00+00:00  179.2500  179.2600  178.2900  178.6400     132587.0      183.228960     179.761620     176.294280  171.105976  42.255996      Range       False        False                 False              False                  False               False
3092 2023-08-08 12:00:00+00:00  179.1700  179.4700  178.1600  179.0200    3381272.0      182.729186     179.567120     176.405054  171.122596  42.555356      Range       False        False                 False              False                  False               False
3093 2023-08-08 13:00:00+00:00  179.0200  179.8400  177.5800  178.0500   10947193.0      182.165462     179.326620     176.487778  171.138266  41.996797      Range       False        False                 False              False                  False               False
3094 2023-08-08 14:00:00+00:00  178.0450  179.2200  177.7600  178.1300   11506109.0      181.532795     179.100120     176.667445  171.153131  42.059833      Range       False        False                 False              False                  False               False
3095 2023-08-08 15:00:00+00:00  178.1300  178.3482  177.8250  177.8650    7677541.0      180.773698     178.866370     176.959042  171.168193  41.908209      Range       False        False                 False              False                  False               False
3096 2023-08-08 16:00:00+00:00  177.8678  178.9900  177.8400  178.9100    5137082.0      179.517091     178.681370     177.845649  171.181023  42.726491      Range       False        False                 False              False                  False               False
3097 2023-08-08 17:00:00+00:00  178.9190  179.4800  178.7000  179.0450    5968924.0      179.552931     178.714120     177.875309  171.192661  42.831046      Range       False        False                 False              False                  False               False
3098 2023-08-08 18:00:00+00:00  179.0500  179.5500  178.9100  179.4850    4443453.0      179.637596     178.782870     177.928144  171.204543  43.170872      Range       False        False                 False              False                  False               False
3099 2023-08-08 19:00:00+00:00  179.4900  180.2700  179.3400  179.8000   12271212.0      179.799907     178.840370     177.880833  171.217154  43.412890      Range       False        False                 False              False                   True               False
3100 2023-08-08 20:00:00+00:00  179.8000  179.9400  179.6000  179.7600    6080501.0      179.912830     178.916870     177.920910  171.229360  43.389308      Range       False        False                 False              False                  False               False
3101 2023-08-08 21:00:00+00:00  179.7500  179.7700  179.6200  179.7300      38180.0      180.017382     178.961450     177.905518  171.241885  43.371549      Range       False        False                 False              False                  False               False
3102 2023-08-08 22:00:00+00:00  179.7500  179.9000  179.7400  179.8500      39609.0      180.128682     179.030200     177.931718  171.254560  43.464571      Range       False        False                 False              False                  False               False
3103 2023-08-08 23:00:00+00:00  179.8400  179.9100  179.5600  179.7900      56750.0      180.220614     179.079250     177.937886  171.267238  43.428722      Range       False        False                 False              False                  False               False
3104 2023-08-09 08:00:00+00:00  180.7700  181.4700  180.7500  181.4100      52583.0      180.725359     179.198250     177.671141  171.280843  44.667129      Range       False        False                 False              False                   True               False
3105 2023-08-09 09:00:00+00:00  181.4400  181.4400  181.2000  181.2100      20675.0      181.062748     179.303250     177.543752  171.294968  44.546134      Range       False        False                 False              False                   True               False
3106 2023-08-09 10:00:00+00:00  181.2600  181.2900  181.0200  181.0200      30082.0      181.306774     179.398250     177.489726  171.309013  44.431220      Range       False        False                 False              False                  False               False
3107 2023-08-09 11:00:00+00:00  181.0000  181.1000  180.5600  181.0600     109684.0      181.529740     179.493250     177.456760  171.323193  44.461534      Range       False        False                 False              False                  False               False
3108 2023-08-09 12:00:00+00:00  181.0000  181.1000  180.5200  180.7600     328709.0      181.669879     179.596250     177.522621  171.337088  44.279460      Range       False        False                 False              False                  False               False
3109 2023-08-09 13:00:00+00:00  180.7900  180.9800  178.1400  178.6600    8011844.0      181.676747     179.569750     177.462753  171.349983  43.039509      Range       False        False                 False              False                  False               False
3110 2023-08-09 14:00:00+00:00  178.6600  179.1300  177.6000  177.8150    9124377.0      181.738521     179.500500     177.262479  171.362650  42.557568      Range       False        False                 False              False                  False               False
3111 2023-08-09 15:00:00+00:00  177.8200  178.2000  177.0100  177.4200    7272629.0      181.829366     179.439500     177.049634  171.375225  42.334857      Range       False        False                 False              False                  False               False
3112 2023-08-09 16:00:00+00:00  177.4200  178.4800  177.3700  178.1900    6666582.0      181.843736     179.398000     176.952264  171.388300  42.920077      Range       False        False                 False              False                  False               False
3113 2023-08-09 17:00:00+00:00  178.1950  178.7900  178.1402  178.6732    3815474.0      181.820684     179.429160     177.037636  171.401423  43.283097      Range       False        False                 False              False                  False               False
3114 2023-08-09 18:00:00+00:00  178.6700  179.5900  178.6100  179.1600    6659912.0      181.801372     179.480660     177.159948  171.414926  43.645985      Range       False        False                 False              False                  False               False
3115 2023-08-09 19:00:00+00:00  179.1600  179.3000  177.9900  178.2000    9086389.0      181.775683     179.497410     177.219137  171.428204  43.099436      Range       False        False                 False              False                  False               False
3116 2023-08-09 20:00:00+00:00  178.2000  178.5600  178.1080  178.5600    6728922.0      181.781223     179.479910     177.178597  171.441644  43.366715      Range       False        False                 False              False                  False               False
3117 2023-08-09 21:00:00+00:00  178.5400  178.6500  178.2000  178.3000    2334428.0      181.794489     179.442660     177.090831  171.454969  43.219357      Range       False        False                 False              False                  False               False
3118 2023-08-09 22:00:00+00:00  178.3500  178.6300  178.3500  178.5500      60036.0      181.779472     179.395910     177.012348  171.468394  43.405196      Range       False        False                 False              False                  False               False
3119 2023-08-09 23:00:00+00:00  178.5500  178.5500  178.3600  178.4300      62766.0      181.739159     179.327410     176.915661  171.481739  43.336772      Range       False        False                 False              False                  False               False
3120 2023-08-10 08:00:00+00:00  179.3900  179.3900  178.9200  179.2500      41113.0      181.705596     179.301910     176.898224  171.495374  43.943655      Range       False        False                 False              False                  False               False
3121 2023-08-10 09:00:00+00:00  179.1500  179.3400  179.1100  179.3400      13364.0      181.678203     179.282410     176.886617  171.509064  44.009804      Range       False        False                 False              False                  False               False
3122 2023-08-10 10:00:00+00:00  179.3400  179.4800  179.0500  179.1400      20635.0      181.629011     179.246910     176.864809  171.522784  43.894122      Range       False        False                 False              False                  False               False
3123 2023-08-10 11:00:00+00:00  179.1100  179.2400  178.5500  178.7600      91591.0      181.572851     179.195410     176.817969  171.536344  43.674901      Range       False        False                 False              False                  False               False
3124 2023-08-10 12:00:00+00:00  179.1400  179.9500  178.5307  179.6700     616199.0      181.273153     179.108410     176.943667  171.550204  44.343895      Range       False        False                 False              False                  False               False
3125 2023-08-10 13:00:00+00:00  179.7000  180.5800  178.8600  180.5500    7320975.0      181.128227     179.075410     177.022593  171.564794  44.979030      Range       False        False                 False              False                  False               False
3126 2023-08-10 14:00:00+00:00  180.5596  180.7500  179.1200  179.5701    8864489.0      180.869916     179.002915     177.135914  171.578421  44.411840      Range       False        False                 False              False                  False               False
3127 2023-08-10 15:00:00+00:00  179.5800  179.6000  178.0100  178.3550    7226979.0      180.495597     178.867665     177.239733  171.591298  43.724690      Range       False        False                 False              False                  False               False
3128 2023-08-10 16:00:00+00:00  178.3500  178.9199  177.8500  177.9700    5530451.0      180.148480     178.728165     177.307850  171.603776  43.510316      Range       False        False                 False              False                  False               False
3129 2023-08-10 17:00:00+00:00  177.9637  178.3911  177.6000  177.6800    4789585.0      180.171308     178.679165     177.187022  171.615211  43.349421      Range       False        False                 False              False                  False               False
3130 2023-08-10 18:00:00+00:00  177.6900  178.6904  177.6500  178.6150    5719307.0      180.158456     178.719165     177.279874  171.628454  44.020188      Range       False        False                 False              False                  False               False
3131 2023-08-10 19:00:00+00:00  178.6200  178.7000  177.7200  178.0100    7683195.0      180.101845     178.748665     177.395485  171.640349  43.683825      Range       False        False                 False              False                  False               False
3132 2023-08-10 20:00:00+00:00  177.9700  178.1000  177.8000  178.0600    4746290.0      180.107213     178.742165     177.377117  171.652059  43.719544      Range       False        False                 False              False                  False               False
3133 2023-08-10 21:00:00+00:00  178.0501  178.1200  178.0000  178.0801    1713979.0      180.107700     178.712510     177.317320  171.664104  43.733963      Range       False        False                 False              False                  False               False
3134 2023-08-10 22:00:00+00:00  178.1400  178.2900  178.0925  178.2400      44137.0      180.060315     178.666510     177.272705  171.676129  43.848977      Range       False        False                 False              False                  False               False
3135 2023-08-10 23:00:00+00:00  178.2400  178.4800  178.1600  178.4300      33740.0      180.059974     178.678010     177.296046  171.688244  43.985714      Range       False        False                 False              False                  False               False
3136 2023-08-11 08:00:00+00:00  178.4300  178.4800  177.4000  177.6900      40058.0      180.081819     178.634510     177.187201  171.700014  43.570402      Range       False        False                 False              False                  False               False
3137 2023-08-11 09:00:00+00:00  177.7400  177.8000  177.3700  177.5800      13323.0      180.111632     178.598510     177.085388  171.711964  43.509028      Range       False        False                 False              False                  False               False
3138 2023-08-11 10:00:00+00:00  177.6200  177.7000  177.5200  177.6700      12339.0      180.120955     178.554510     176.988065  171.723919  43.574385      Range       False        False                 False              False                  False               False
3139 2023-08-11 11:00:00+00:00  177.7400  178.1000  177.6900  177.9300      69985.0      180.118898     178.529510     176.940122  171.736004  43.763289      Range       False        False                 False              False                  False               False
3140 2023-08-11 12:00:00+00:00  177.7900  178.7500  177.1300  177.3500     372598.0      180.066834     178.434510     176.802186  171.747764  43.437258      Range       False        False                 False              False                  False               False
3141 2023-08-11 13:00:00+00:00  177.2700  177.6200  176.5500  176.8600    6446677.0      180.023639     178.310510     176.597381  171.759224  43.164224      Range       False        False                 False              False                  False               False
3142 2023-08-11 14:00:00+00:00  176.8600  178.6200  176.8600  178.0100    9662937.0      179.928074     178.254010     176.579946  171.771504  43.994579      Range       False        False                 False              False                  False               False
3143 2023-08-11 15:00:00+00:00  178.0150  178.1850  177.2810  177.7100    5097955.0      179.874666     178.201510     176.528354  171.783778  43.826706      Range       False        False                 False              False                  False               False
3144 2023-08-11 16:00:00+00:00  177.7200  178.0950  177.3000  177.3950    4382632.0      179.651887     178.087760     176.523633  171.796361  43.650937      Range       False        False                 False              False                  False               False
3145 2023-08-11 17:00:00+00:00  177.4000  177.9900  177.2001  177.7550    3820772.0      179.033364     177.948010     176.862656  171.809347  43.909319      Range       False        False                 False              False                  False               False
3146 2023-08-11 18:00:00+00:00  177.7600  178.5500  177.7400  178.3389    6665659.0      178.703248     177.886450     177.069652  171.822536  44.325465      Range       False        False                 False              False                  False               False
3147 2023-08-11 19:00:00+00:00  178.3300  178.3500  177.6699  177.8900    8903143.0      178.651294     177.863200     177.075106  171.835386  44.072818      Range       False        False                 False              False                  False               False
